coin,buy_price,buy_date,sell_price,sell_date,last_close_price,opening_candle_date,profit_percentage,percentage_change,close_reason,candles_passed,last_monitor_date
CTXC/USDT,0.1545,2024-07-23 04:21:04,0.15,2024-07-24 03:59:54,0.1548,2024-07-23 04:00:00,-5.5,-5.68,Candles Exceeded,7,2024-07-24 03:59:54
MAGIC/USDT,0.5243,2024-07-23 04:24:24,0.5,2024-07-24 03:59:54,0.5244,2024-07-23 04:00:00,-4.83,-4.84,Candles Exceeded,7,2024-07-24 03:59:54
RPL/USDT,17.85,2024-07-23 04:24:27,18.5,2024-07-23 08:42:54,17.88,2024-07-23 04:00:00,3.64,3.47,Profit Reached,2,2024-07-23 08:42:54
GLM/USDT,0.3419,2024-07-23 04:24:39,0.34,2024-07-24 03:59:54,0.3426,2024-07-23 04:00:00,-0.82,-1.02,Candles Exceeded,7,2024-07-24 03:59:54
MAV/USDT,0.2187,2024-07-23 04:24:56,0.2,2024-07-24 03:59:54,0.219,2024-07-23 04:00:00,-6.45,-6.58,Candles Exceeded,7,2024-07-24 03:59:54
PENDLE/USDT,4.215,2024-07-23 04:24:58,4.31,2024-07-23 08:53:00,4.229,2024-07-23 04:00:00,2.35,2.01,Profit Reached,2,2024-07-23 08:53:00
1000SATS/USDT,0.0002668,2024-07-23 04:25:21,0.0,2024-07-24 03:59:54,0.000268,2024-07-23 04:00:00,-0.3,-0.75,Candles Exceeded,7,2024-07-24 03:59:54
W/USDT,0.325,2024-07-23 04:25:41,0.33,2024-07-23 08:38:12,0.3255,2024-07-23 04:00:00,2.25,2.09,Profit Reached,2,2024-07-23 08:38:12
SAGA/USDT,1.5438,2024-07-23 04:25:42,1.58,2024-07-23 08:23:58,1.5486,2024-07-23 04:00:00,2.35,2.03,Profit Reached,2,2024-07-23 08:23:58
ICX/USDT,0.1604,2024-07-23 04:27:05,0.16,2024-07-24 03:59:54,0.1609,2024-07-23 04:00:00,-1.56,-1.86,Candles Exceeded,7,2024-07-24 03:59:54
THETA/USDT,1.531,2024-07-23 04:27:19,1.46,2024-07-24 03:59:54,1.536,2024-07-23 04:00:00,-4.64,-4.95,Candles Exceeded,7,2024-07-24 03:59:54
WAN/USDT,0.1981,2024-07-23 04:27:32,0.18,2024-07-24 03:59:54,0.1983,2024-07-23 04:00:00,-6.71,-6.81,Candles Exceeded,7,2024-07-24 03:59:54
RVN/USDT,0.01968,2024-07-23 04:27:36,0.02,2024-07-23 10:01:20,0.01972,2024-07-23 04:00:00,2.29,2.08,Profit Reached,2,2024-07-23 10:01:20
FLM/USDT,0.0707,2024-07-23 04:28:29,0.07,2024-07-24 03:59:54,0.0709,2024-07-23 04:00:00,-3.25,-3.53,Candles Exceeded,7,2024-07-24 03:59:54
QNT/USDT,73.3,2024-07-23 04:29:26,73.0,2024-07-24 03:59:54,73.5,2024-07-23 04:00:00,-0.41,-0.68,Candles Exceeded,7,2024-07-24 03:59:54
JOE/USDT,0.3993,2024-07-23 04:30:28,0.37,2024-07-24 03:59:54,0.4008,2024-07-23 04:00:00,-6.34,-6.69,Candles Exceeded,7,2024-07-24 03:59:54
ALPINE/USDT,1.335,2024-07-23 04:43:06,1.29,2024-07-24 03:59:54,1.336,2024-07-23 04:00:00,-3.0,-3.07,Candles Exceeded,7,2024-07-24 03:59:54
BEL/USDT,0.5613,2024-07-23 05:31:26,0.53,2024-07-24 03:59:54,0.5682,2024-07-23 04:00:00,-6.4,-7.53,Candles Exceeded,7,2024-07-24 03:59:54
EOS/USDT,0.5766,2024-07-23 08:00:40,0.59,2024-07-23 10:30:32,0.5769,2024-07-23 08:00:00,2.06,2.01,Profit Reached,1,2024-07-23 10:30:32
ONE/USDT,0.01462,2024-07-23 08:01:05,0.01,2024-07-23 08:31:08,0.01463,2024-07-23 08:00:00,2.26,2.19,Profit Reached,1,2024-07-23 08:31:08
DUSK/USDT,0.2497,2024-07-23 08:01:08,0.25,2024-07-23 08:50:42,0.2498,2024-07-23 08:00:00,2.04,2.0,Profit Reached,1,2024-07-23 08:50:42
CHZ/USDT,0.0704,2024-07-23 08:01:16,0.07,2024-07-23 08:50:42,0.0706,2024-07-23 08:00:00,2.41,2.12,Profit Reached,1,2024-07-23 08:50:42
IOTX/USDT,0.04653,2024-07-23 08:01:21,0.05,2024-07-24 08:00:29,0.0466,2024-07-23 08:00:00,-0.41,-0.56,Candles Exceeded,7,2024-07-24 08:00:29
EGLD/USDT,35.09,2024-07-23 08:02:04,35.85,2024-07-23 09:03:39,35.12,2024-07-23 08:00:00,2.17,2.08,Profit Reached,1,2024-07-23 09:03:39
KLAY/USDT,0.1426,2024-07-23 08:15:43,0.14,2024-07-24 08:00:29,0.143,2024-07-23 08:00:00,0.7,0.42,Candles Exceeded,7,2024-07-24 08:00:29
TRU/USDT,0.1235,2024-07-23 08:27:51,0.13,2024-07-23 09:04:26,0.1237,2024-07-23 08:00:00,2.35,2.18,Profit Reached,1,2024-07-23 09:04:26
TRU/USDT,0.1235,2024-07-23 10:59:17,0.12,2024-07-24 08:00:29,0.1237,2024-07-23 08:00:00,-1.13,-1.29,Candles Exceeded,7,2024-07-24 08:00:29
LEVER/USDT,0.002253,2024-07-23 11:14:33,0.0,2024-07-24 08:00:29,0.002255,2024-07-23 08:00:00,-0.53,-0.62,Candles Exceeded,7,2024-07-24 08:00:29
BEAMX/USDT,0.01874,2024-07-23 11:28:49,0.02,2024-07-24 08:00:29,0.01879,2024-07-23 08:00:00,-4.22,-4.47,Candles Exceeded,7,2024-07-24 08:00:29
BNX/USDT,1.529,2024-07-23 12:00:14,1.57,2024-07-24 01:53:52,1.5359,2024-07-23 12:00:00,2.54,2.08,Profit Reached,4,2024-07-24 01:53:52
GNS/USDT,3.473,2024-07-23 12:01:13,3.39,2024-07-24 12:00:31,3.49,2024-07-23 12:00:00,-2.45,-2.92,Candles Exceeded,7,2024-07-24 12:00:31
ALT/USDT,0.1494,2024-07-23 12:02:05,0.15,2024-07-23 13:49:48,0.1497,2024-07-23 12:00:00,2.21,2.0,Profit Reached,1,2024-07-23 13:49:48
PIXEL/USDT,0.2145,2024-07-23 12:02:10,0.21,2024-07-24 12:00:31,0.2147,2024-07-23 12:00:00,-3.08,-3.17,Candles Exceeded,7,2024-07-24 12:00:31
ATOM/USDT,6.278,2024-07-23 12:04:03,6.28,2024-07-24 12:00:31,6.279,2024-07-23 12:00:00,-0.03,-0.05,Candles Exceeded,7,2024-07-24 12:00:31
DUSK/USDT,0.2528,2024-07-23 12:04:09,0.24,2024-07-24 12:00:31,0.2536,2024-07-23 12:00:00,-5.58,-5.88,Candles Exceeded,7,2024-07-24 12:00:31
NKN/USDT,0.0796,2024-07-23 12:04:25,0.08,2024-07-24 12:00:31,0.0797,2024-07-23 12:00:00,-1.76,-1.88,Candles Exceeded,7,2024-07-24 12:00:31
KAVA/USDT,0.4112,2024-07-23 12:04:26,0.41,2024-07-24 12:00:31,0.4116,2024-07-23 12:00:00,0.32,0.22,Candles Exceeded,7,2024-07-24 12:00:31
COTI/USDT,0.10166,2024-07-23 12:04:35,0.11,2024-07-23 14:12:33,0.10184,2024-07-23 12:00:00,4.17,3.99,Profit Reached,1,2024-07-23 14:12:33
1INCH/USDT,0.4158,2024-07-23 12:05:38,0.4,2024-07-24 12:00:31,0.416,2024-07-23 12:00:00,-4.86,-4.9,Candles Exceeded,7,2024-07-24 12:00:31
CVP/USDT,0.25,2024-07-23 12:06:45,0.24,2024-07-24 12:00:31,0.2576,2024-07-23 12:00:00,-2.88,-5.75,Candles Exceeded,7,2024-07-24 12:00:31
ACH/USDT,0.02462,2024-07-23 12:07:18,0.02,2024-07-24 12:00:31,0.02472,2024-07-23 12:00:00,-0.12,-0.53,Candles Exceeded,7,2024-07-24 12:00:31
WOO/USDT,0.2093,2024-07-23 12:07:25,0.2,2024-07-24 12:00:31,0.2097,2024-07-23 12:00:00,-2.77,-2.96,Candles Exceeded,7,2024-07-24 12:00:31
W/USDT,0.3254,2024-07-23 12:09:00,0.32,2024-07-24 12:00:31,0.3261,2024-07-23 12:00:00,-2.21,-2.42,Candles Exceeded,7,2024-07-24 12:00:31
ONE/USDT,0.01491,2024-07-23 12:10:45,0.01,2024-07-24 12:00:31,0.01498,2024-07-23 12:00:00,-2.88,-3.34,Candles Exceeded,7,2024-07-24 12:00:31
CHZ/USDT,0.0714,2024-07-23 12:10:56,0.07,2024-07-24 12:00:31,0.0715,2024-07-23 12:00:00,-0.7,-0.84,Candles Exceeded,7,2024-07-24 12:00:31
RVN/USDT,0.02001,2024-07-23 12:11:01,0.02,2024-07-24 12:00:31,0.02002,2024-07-23 12:00:00,-2.55,-2.6,Candles Exceeded,7,2024-07-24 12:00:31
HARD/USDT,0.097,2024-07-23 12:12:01,0.09,2024-07-24 12:00:31,0.0973,2024-07-23 12:00:00,-3.81,-4.11,Candles Exceeded,7,2024-07-24 12:00:31
LINA/USDT,0.005826,2024-07-23 12:12:26,0.01,2024-07-24 12:00:31,0.005843,2024-07-23 12:00:00,-3.38,-3.66,Candles Exceeded,7,2024-07-24 12:00:31
CFX/USDT,0.1653,2024-07-23 12:12:28,0.16,2024-07-24 12:00:31,0.1656,2024-07-23 12:00:00,-2.96,-3.14,Candles Exceeded,7,2024-07-24 12:00:31
TKO/USDT,0.3107,2024-07-23 12:12:29,0.31,2024-07-24 12:00:31,0.311,2024-07-23 12:00:00,-1.51,-1.61,Candles Exceeded,7,2024-07-24 12:00:31
ILV/USDT,71.32,2024-07-23 12:13:12,71.97,2024-07-24 12:00:31,71.84,2024-07-23 12:00:00,0.91,0.18,Candles Exceeded,7,2024-07-24 12:00:31
REI/USDT,0.05185,2024-07-23 12:14:04,0.05,2024-07-24 11:59:54,0.05211,2024-07-23 12:00:00,-0.75,-1.25,Candles Exceeded,7,2024-07-24 11:59:54
IO/USDT,2.733,2024-07-23 12:34:13,2.8,2024-07-24 09:29:32,2.737,2024-07-23 12:00:00,2.31,2.16,Profit Reached,6,2024-07-24 09:29:32
HOT/USDT,0.001781,2024-07-23 16:01:28,0.0,2024-07-24 16:00:28,0.001784,2024-07-23 16:00:00,-3.03,-3.2,Candles Exceeded,7,2024-07-24 16:00:28
ZIL/USDT,0.01714,2024-07-23 16:01:29,0.02,2024-07-24 16:00:00,0.01717,2024-07-23 16:00:00,-0.12,-0.29,Candles Exceeded,7,2024-07-24 16:00:00
FET/USDT,1.31,2024-07-23 16:01:32,1.25,2024-07-24 16:00:00,1.313,2024-07-23 16:00:00,-4.2,-4.42,Candles Exceeded,7,2024-07-24 16:00:00
CVC/USDT,0.1019,2024-07-23 16:01:52,0.1,2024-07-24 16:00:00,0.1024,2024-07-23 16:00:00,0.69,0.2,Candles Exceeded,7,2024-07-24 16:00:00
STX/USDT,1.775,2024-07-23 16:01:58,1.82,2024-07-24 08:39:37,1.782,2024-07-23 16:00:00,2.42,2.02,Profit Reached,5,2024-07-24 08:39:37
ARPA/USDT,0.04204,2024-07-23 16:01:59,0.04,2024-07-24 16:00:00,0.0423,2024-07-23 16:00:00,-1.57,-2.17,Candles Exceeded,7,2024-07-24 16:00:00
OGN/USDT,0.0982,2024-07-23 16:02:06,0.1,2024-07-24 16:00:00,0.0987,2024-07-23 16:00:00,-0.51,-1.01,Candles Exceeded,7,2024-07-24 16:00:00
COMP/USDT,50.21,2024-07-23 16:02:25,49.29,2024-07-24 16:00:00,50.36,2024-07-23 16:00:00,-1.83,-2.12,Candles Exceeded,7,2024-07-24 16:00:00
VTHO/USDT,0.002592,2024-07-23 16:02:29,0.0,2024-07-24 08:16:49,0.002601,2024-07-23 16:00:00,2.39,2.04,Profit Reached,5,2024-07-24 08:16:49
BLZ/USDT,0.1757,2024-07-23 16:02:37,0.17,2024-07-24 16:00:00,0.1759,2024-07-23 16:00:00,-0.63,-0.74,Candles Exceeded,7,2024-07-24 16:00:00
RSR/USDT,0.005458,2024-07-23 16:02:46,0.01,2024-07-24 16:00:00,0.005498,2024-07-23 16:00:00,-2.18,-2.89,Candles Exceeded,7,2024-07-24 16:00:00
STRAX/USDT,0.0528,2024-07-23 16:03:10,0.05,2024-07-24 00:04:43,0.0529,2024-07-23 16:00:00,2.65,2.46,Profit Reached,3,2024-07-24 00:04:43
C98/USDT,0.1622,2024-07-23 16:03:58,0.16,2024-07-24 16:00:00,0.1626,2024-07-23 16:00:00,-3.21,-3.44,Candles Exceeded,7,2024-07-24 16:00:00
AGLD/USDT,0.948,2024-07-23 16:04:28,0.94,2024-07-24 16:00:00,0.952,2024-07-23 16:00:00,-0.95,-1.37,Candles Exceeded,7,2024-07-24 16:00:00
VGX/USDT,0.0725,2024-07-23 16:04:48,0.07,2024-07-24 09:52:31,0.0727,2024-07-23 16:00:00,2.34,2.06,Profit Reached,5,2024-07-24 09:52:31
HIGH/USDT,1.698,2024-07-23 16:05:02,1.74,2024-07-24 14:24:52,1.706,2024-07-23 16:00:00,2.53,2.05,Profit Reached,6,2024-07-24 14:24:52
LOKA/USDT,0.1921,2024-07-23 16:05:10,0.18,2024-07-24 16:00:00,0.1923,2024-07-23 16:00:00,-4.37,-4.47,Candles Exceeded,7,2024-07-24 16:00:00
GMT/USDT,0.1512,2024-07-23 16:05:17,0.15,2024-07-24 16:00:00,0.1514,2024-07-23 16:00:00,-1.32,-1.45,Candles Exceeded,7,2024-07-24 16:00:00
ALT/USDT,0.1486,2024-07-23 16:06:39,0.14,2024-07-24 16:00:00,0.1507,2024-07-23 16:00:00,-3.1,-4.45,Candles Exceeded,7,2024-07-24 16:00:00
DYM/USDT,1.75,2024-07-23 16:06:43,1.67,2024-07-24 16:00:00,1.768,2024-07-23 16:00:00,-4.8,-5.77,Candles Exceeded,7,2024-07-24 16:00:00
AXL/USDT,0.6842,2024-07-23 16:06:47,0.67,2024-07-24 16:00:00,0.6877,2024-07-23 16:00:00,-2.05,-2.54,Candles Exceeded,7,2024-07-24 16:00:00
TNSR/USDT,0.5036,2024-07-23 16:06:55,0.5,2024-07-24 16:00:00,0.5048,2024-07-23 16:00:00,-1.61,-1.84,Candles Exceeded,7,2024-07-24 16:00:00
SAGA/USDT,1.562,2024-07-23 16:06:57,1.51,2024-07-24 16:00:00,1.5742,2024-07-23 16:00:00,-3.12,-3.87,Candles Exceeded,7,2024-07-24 16:00:00
RPL/USDT,17.58,2024-07-23 16:12:16,16.7,2024-07-24 16:00:00,17.64,2024-07-23 16:00:00,-5.01,-5.33,Candles Exceeded,7,2024-07-24 16:00:00
REZ/USDT,0.0748,2024-07-23 16:13:27,0.08,2024-07-24 04:10:35,0.0751,2024-07-23 16:00:00,2.81,2.4,Profit Reached,4,2024-07-24 04:10:35
TRB/USDT,73.88,2024-07-23 20:00:09,72.81,2024-07-24 20:00:05,73.9,2024-07-23 20:00:00,-1.45,-1.47,Candles Exceeded,7,2024-07-24 20:00:05
CREAM/USDT,37.64,2024-07-23 20:03:38,36.04,2024-07-24 20:00:05,37.73,2024-07-23 20:00:00,-4.25,-4.48,Candles Exceeded,7,2024-07-24 20:00:05
ACM/USDT,1.624,2024-07-23 20:07:36,1.61,2024-07-24 20:00:05,1.626,2024-07-23 20:00:00,-0.62,-0.74,Candles Exceeded,7,2024-07-24 20:00:05
JTO/USDT,2.465,2024-07-23 20:10:41,2.52,2024-07-24 01:30:03,2.467,2024-07-23 20:00:00,2.19,2.11,Profit Reached,2,2024-07-24 01:30:03
NFP/USDT,0.285,2024-07-23 20:10:44,0.29,2024-07-24 08:34:42,0.2853,2024-07-23 20:00:00,2.21,2.1,Profit Reached,4,2024-07-24 08:34:42
MANTA/USDT,0.981,2024-07-23 20:10:48,0.94,2024-07-24 20:00:05,0.982,2024-07-23 20:00:00,-3.87,-3.97,Candles Exceeded,7,2024-07-24 20:00:05
CHR/USDT,0.2323,2024-07-23 20:13:17,0.24,2024-07-24 14:36:20,0.2328,2024-07-23 20:00:00,2.28,2.06,Profit Reached,5,2024-07-24 14:36:20
DIA/USDT,0.3737,2024-07-23 20:13:43,0.37,2024-07-24 20:00:05,0.3739,2024-07-23 20:00:00,-1.2,-1.26,Candles Exceeded,7,2024-07-24 20:00:05
FIO/USDT,0.02316,2024-07-23 20:13:45,0.02,2024-07-24 14:37:52,0.02318,2024-07-23 20:00:00,2.12,2.03,Profit Reached,5,2024-07-24 14:37:52
SKL/USDT,0.04822,2024-07-23 20:14:09,0.05,2024-07-24 20:00:05,0.04833,2024-07-23 20:00:00,-3.44,-3.66,Candles Exceeded,7,2024-07-24 20:00:05
BADGER/USDT,3.149,2024-07-23 20:14:27,3.22,2024-07-24 08:39:37,3.152,2024-07-23 20:00:00,2.22,2.13,Profit Reached,4,2024-07-24 08:39:37
KMD/USDT,0.2792,2024-07-23 20:20:18,0.27,2024-07-24 20:00:05,0.2798,2024-07-23 20:00:00,-1.83,-2.04,Candles Exceeded,7,2024-07-24 20:00:05
AVA/USDT,0.6134,2024-07-23 20:20:48,0.63,2024-07-24 08:34:09,0.6149,2024-07-23 20:00:00,2.54,2.29,Profit Reached,4,2024-07-24 08:34:09
LIT/USDT,0.705,2024-07-23 20:21:00,0.72,2024-07-24 00:06:55,0.707,2024-07-23 20:00:00,2.41,2.12,Profit Reached,2,2024-07-24 00:06:55
DODO/USDT,0.1171,2024-07-23 20:21:03,0.12,2024-07-24 07:01:35,0.1174,2024-07-23 20:00:00,2.39,2.13,Profit Reached,3,2024-07-24 07:01:35
PEOPLE/USDT,0.0765,2024-07-23 20:22:43,0.08,2024-07-23 21:10:56,0.07656,2024-07-23 20:00:00,2.2,2.12,Profit Reached,1,2024-07-23 21:10:56
IMX/USDT,1.547,2024-07-23 20:22:46,1.58,2024-07-24 13:23:13,1.548,2024-07-23 20:00:00,2.07,2.0,Profit Reached,5,2024-07-24 13:23:13
PYTH/USDT,0.334,2024-07-23 20:24:11,0.34,2024-07-24 07:26:42,0.3343,2024-07-23 20:00:00,2.16,2.06,Profit Reached,3,2024-07-24 07:26:42
LPT/USDT,15.276,2024-07-23 20:27:57,15.62,2024-07-24 08:09:11,15.291,2024-07-23 20:00:00,2.22,2.12,Profit Reached,4,2024-07-24 08:09:11
AI/USDT,0.555,2024-07-23 21:02:55,0.57,2024-07-24 08:11:35,0.558,2024-07-23 20:00:00,2.7,2.15,Profit Reached,4,2024-07-24 08:11:35
BB/USDT,0.4031,2024-07-23 21:54:42,0.4,2024-07-24 20:00:05,0.4041,2024-07-23 20:00:00,-1.31,-1.56,Candles Exceeded,7,2024-07-24 20:00:05
FIDA/USDT,0.2734,2024-07-23 21:58:52,0.28,2024-07-24 08:09:47,0.2735,2024-07-23 20:00:00,2.12,2.08,Profit Reached,4,2024-07-24 08:09:47
OMNI/USDT,12.46,2024-07-23 22:01:09,12.22,2024-07-24 20:00:05,12.5,2024-07-23 20:00:00,-1.93,-2.24,Candles Exceeded,7,2024-07-24 20:00:05
NOT/USDT,0.0139,2024-07-23 22:01:11,0.01,2024-07-24 00:10:31,0.01391,2024-07-23 20:00:00,2.16,2.08,Profit Reached,2,2024-07-24 00:10:31
FIL/USDT,4.419,2024-07-23 22:22:59,4.51,2024-07-24 08:13:56,4.422,2024-07-23 20:00:00,2.1,2.04,Profit Reached,4,2024-07-24 08:13:56
LDO/USDT,1.753,2024-07-24 00:00:16,1.63,2024-07-25 00:00:09,1.755,2024-07-24 00:00:00,-7.19,-7.29,Candles Exceeded,7,2024-07-25 00:00:09
ARKM/USDT,1.43,2024-07-24 00:01:02,1.37,2024-07-25 00:00:09,1.435,2024-07-24 00:00:00,-4.41,-4.74,Candles Exceeded,7,2024-07-25 00:00:09
SEI/USDT,0.376,2024-07-24 00:01:06,0.36,2024-07-25 00:00:09,0.3761,2024-07-24 00:00:00,-5.19,-5.21,Candles Exceeded,7,2024-07-25 00:00:09
ZK/USDT,0.1799,2024-07-24 00:01:39,0.17,2024-07-25 00:00:09,0.1811,2024-07-24 00:00:00,-7.12,-7.73,Candles Exceeded,7,2024-07-25 00:00:09
QTUM/USDT,2.602,2024-07-24 00:02:50,2.66,2024-07-24 08:16:16,2.603,2024-07-24 00:00:00,2.08,2.04,Profit Reached,3,2024-07-24 08:16:16
CELR/USDT,0.01378,2024-07-24 00:03:15,0.01,2024-07-24 08:09:47,0.01379,2024-07-24 00:00:00,2.1,2.03,Profit Reached,3,2024-07-24 08:09:47
COS/USDT,0.008088,2024-07-24 00:03:26,0.01,2024-07-25 00:00:09,0.008101,2024-07-24 00:00:00,-3.7,-3.85,Candles Exceeded,7,2024-07-25 00:00:09
FUN/USDT,0.00356,2024-07-24 00:03:31,0.0,2024-07-24 14:33:59,0.003562,2024-07-24 00:00:00,2.08,2.02,Profit Reached,4,2024-07-24 14:33:59
WRX/USDT,0.1229,2024-07-24 00:03:45,0.13,2024-07-24 09:51:28,0.1232,2024-07-24 00:00:00,2.28,2.03,Profit Reached,3,2024-07-24 09:51:28
MLN/USDT,19.15,2024-07-24 00:05:37,18.36,2024-07-25 00:00:09,19.16,2024-07-24 00:00:00,-4.13,-4.18,Candles Exceeded,7,2024-07-25 00:00:09
LSK/USDT,1.002,2024-07-24 00:23:54,1.03,2024-07-24 08:15:40,1.005,2024-07-24 00:00:00,2.4,2.09,Profit Reached,3,2024-07-24 08:15:40
XVG/USDT,0.004235,2024-07-24 00:25:41,0.0,2024-07-24 07:27:21,0.004238,2024-07-24 00:00:00,2.36,2.29,Profit Reached,2,2024-07-24 07:27:21
PHB/USDT,1.675,2024-07-24 00:27:28,1.71,2024-07-24 08:12:11,1.677,2024-07-24 00:00:00,2.15,2.03,Profit Reached,3,2024-07-24 08:12:11
IOTA/USDT,0.1694,2024-07-24 00:29:53,0.17,2024-07-25 00:00:09,0.1695,2024-07-24 00:00:00,-2.36,-2.42,Candles Exceeded,7,2024-07-25 00:00:09
DCR/USDT,12.16,2024-07-24 00:31:04,12.43,2024-07-24 07:03:30,12.18,2024-07-24 00:00:00,2.22,2.05,Profit Reached,2,2024-07-24 07:03:30
ORN/USDT,1.443,2024-07-24 00:31:27,1.47,2024-07-24 12:08:04,1.444,2024-07-24 00:00:00,2.08,2.01,Profit Reached,4,2024-07-24 12:08:04
SYS/USDT,0.1046,2024-07-24 00:32:59,0.11,2024-07-24 13:23:38,0.1049,2024-07-24 00:00:00,2.29,2.0,Profit Reached,4,2024-07-24 13:23:38
ASTR/USDT,0.073,2024-07-24 00:33:50,0.07,2024-07-24 08:11:35,0.0731,2024-07-24 00:00:00,2.19,2.05,Profit Reached,3,2024-07-24 08:11:35
BONK/USDT,2.813e-05,2024-07-24 00:34:59,0.0,2024-07-24 08:21:22,2.824e-05,2024-07-24 00:00:00,2.45,2.05,Profit Reached,3,2024-07-24 08:21:22
UMA/USDT,2.275,2024-07-24 00:37:58,2.33,2024-07-24 08:09:47,2.286,2024-07-24 00:00:00,2.51,2.01,Profit Reached,3,2024-07-24 08:09:47
LIT/USDT,0.717,2024-07-24 00:38:32,0.73,2024-07-24 04:39:11,0.718,2024-07-24 00:00:00,2.23,2.09,Profit Reached,2,2024-07-24 04:39:11
KSM/USDT,21.08,2024-07-24 00:44:24,20.83,2024-07-25 00:00:09,21.13,2024-07-24 00:00:00,-1.19,-1.42,Candles Exceeded,7,2024-07-25 00:00:09
NOT/USDT,0.01403,2024-07-24 00:54:43,0.01,2024-07-24 14:20:25,0.01405,2024-07-24 00:00:00,2.21,2.06,Profit Reached,4,2024-07-24 14:20:25
BOME/USDT,0.008506,2024-07-24 04:02:38,0.01,2024-07-24 08:09:47,0.008542,2024-07-24 04:00:00,2.53,2.1,Profit Reached,2,2024-07-24 08:09:47
ALGO/USDT,0.1433,2024-07-24 04:04:25,0.15,2024-07-24 13:23:13,0.1434,2024-07-24 04:00:00,2.09,2.02,Profit Reached,3,2024-07-24 13:23:13
DGB/USDT,0.00743,2024-07-24 04:05:14,0.01,2024-07-24 10:25:52,0.00746,2024-07-24 04:00:00,2.42,2.01,Profit Reached,2,2024-07-24 10:25:52
AVAX/USDT,28.9,2024-07-24 04:05:45,29.57,2024-07-24 08:21:22,28.98,2024-07-24 04:00:00,2.32,2.04,Profit Reached,2,2024-07-24 08:21:22
AAVE/USDT,93.62,2024-07-24 04:05:52,87.3,2024-07-25 04:00:09,93.75,2024-07-24 04:00:00,-6.75,-6.88,Candles Exceeded,7,2024-07-25 04:00:09
REEF/USDT,0.001455,2024-07-24 04:06:09,0.0,2024-07-24 13:22:45,0.001458,2024-07-24 04:00:00,2.54,2.33,Profit Reached,3,2024-07-24 13:22:45
TWT/USDT,1.0019,2024-07-24 04:06:18,0.96,2024-07-25 04:00:09,1.0042,2024-07-24 04:00:00,-4.4,-4.62,Candles Exceeded,7,2024-07-25 04:00:09
TLM/USDT,0.01197,2024-07-24 04:06:34,0.01,2024-07-24 09:55:14,0.01202,2024-07-24 04:00:00,2.51,2.08,Profit Reached,2,2024-07-24 09:55:14
BAKE/USDT,0.2593,2024-07-24 04:06:38,0.27,2024-07-24 14:16:17,0.2599,2024-07-24 04:00:00,2.24,2.0,Profit Reached,3,2024-07-24 14:16:17
QNT/USDT,72.9,2024-07-24 04:06:59,70.1,2024-07-25 04:00:09,73.0,2024-07-24 04:00:00,-3.84,-3.97,Candles Exceeded,7,2024-07-25 04:00:09
WLD/USDT,2.203,2024-07-24 04:09:25,2.27,2024-07-24 14:11:44,2.216,2024-07-24 04:00:00,2.81,2.21,Profit Reached,3,2024-07-24 14:11:44
PDA/USDT,0.0656,2024-07-24 04:09:55,0.06,2024-07-25 04:00:09,0.0657,2024-07-24 04:00:00,-8.38,-8.52,Candles Exceeded,7,2024-07-25 04:00:09
CTXC/USDT,0.1458,2024-07-24 04:12:03,0.15,2024-07-24 12:10:43,0.146,2024-07-24 04:00:00,2.19,2.05,Profit Reached,3,2024-07-24 12:10:43
IDEX/USDT,0.04038,2024-07-24 04:14:29,0.04,2024-07-25 04:00:09,0.04049,2024-07-24 04:00:00,-6.27,-6.52,Candles Exceeded,7,2024-07-25 04:00:09
ANKR/USDT,0.03069,2024-07-24 04:18:58,0.03,2024-07-24 13:22:19,0.03076,2024-07-24 04:00:00,2.25,2.02,Profit Reached,3,2024-07-24 13:22:19
LIT/USDT,0.71,2024-07-24 04:56:11,0.73,2024-07-24 08:51:59,0.718,2024-07-24 04:00:00,3.52,2.37,Profit Reached,2,2024-07-24 08:51:59
GMX/USDT,31.45,2024-07-24 08:03:00,28.84,2024-07-25 08:00:08,31.46,2024-07-24 08:00:00,-8.3,-8.33,Candles Exceeded,7,2024-07-25 08:00:08
ASTR/USDT,0.0739,2024-07-24 09:10:46,0.08,2024-07-24 14:26:55,0.0741,2024-07-24 08:00:00,2.3,2.02,Profit Reached,2,2024-07-24 14:26:55
DCR/USDT,12.32,2024-07-24 11:50:09,11.62,2024-07-25 08:00:08,12.34,2024-07-24 08:00:00,-5.68,-5.83,Candles Exceeded,7,2024-07-25 08:00:08
VOXEL/USDT,0.1508,2024-07-24 12:00:53,0.14,2024-07-25 12:00:02,0.1509,2024-07-24 12:00:00,-7.43,-7.49,Candles Exceeded,7,2024-07-25 12:00:02
UMA/USDT,2.327,2024-07-24 12:06:21,2.15,2024-07-25 12:00:02,2.328,2024-07-24 12:00:00,-7.74,-7.77,Candles Exceeded,7,2024-07-25 12:00:02
DGB/USDT,0.00751,2024-07-24 12:14:07,0.01,2024-07-25 12:00:02,0.00753,2024-07-24 12:00:00,-4.13,-4.38,Candles Exceeded,7,2024-07-25 12:00:02
EDU/USDT,0.7118,2024-07-24 15:21:18,0.61,2024-07-25 12:00:02,0.7119,2024-07-24 12:00:00,-13.67,-13.68,Candles Exceeded,7,2024-07-25 12:00:02
BAKE/USDT,0.2608,2024-07-24 15:26:56,0.25,2024-07-25 12:00:02,0.2622,2024-07-24 12:00:00,-5.48,-5.99,Candles Exceeded,7,2024-07-25 12:00:02
